Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Puducherry, 30-04-2020,M,75.85,117542.0,39.3,South
Puducherry, 31-05-2020,M,58.19,172308.0,33.19,South
Puducherry, 30-06-2020,M,4.24,367135.0,30.8,South
Puducherry, 31-07-2020,M,15.47,386563.0,36.64,South
Puducherry, 31-08-2020,M,5.05,396006.0,33.34,South
Puducherry, 30-09-2020,M,10.9,411717.0,36.84,South
Puducherry, 31-10-2020,M,6.18,428419.0,36.32,South
Punjab, 31-01-2020,M,11.11,9442093.0,42.82,North
Punjab, 29-02-2020,M,10.97,9229047.0,41.72,North
Punjab, 31-03-2020,M,10.32,9975485.0,44.69,North
Punjab, 30-04-2020,M,2.86,7020565.0,28.99,North
Punjab, 31-05-2020,M,28.33,6872938.0,38.39,North
Punjab, 30-06-2020,M,16.55,8390766.0,40.18,North
Punjab, 31-07-2020,M,9.19,9732417.0,42.76,North
Punjab, 31-08-2020,M,10.99,9386169.0,41.99,North
Punjab, 30-09-2020,M,9.61,8980432.0,39.5,North
Punjab, 31-10-2020,M,9.88,8800430.0,38.75,North
Rajasthan, 31-01-2020,M,10.97,20641716.0,40.51,North
Rajasthan, 29-02-2020,M,15.16,20328915.0,41.77,North
Rajasthan, 31-03-2020,M,11.9,20024680.0,39.54,North
Rajasthan, 30-04-2020,M,17.7,15984142.0,33.71,North
Rajasthan, 31-05-2020,M,15.74,19826602.0,40.74,North
Rajasthan, 30-06-2020,M,14.39,20506612.0,41.38,North
Rajasthan, 31-07-2020,M,15.81,19932393.0,40.8,North
Rajasthan, 31-08-2020,M,17.51,20014060.0,41.71,North
Rajasthan, 30-09-2020,M,15.35,20149594.0,40.83,North
Rajasthan, 31-10-2020,M,24.15,19908808.0,44.92,North
Sikkim, 31-03-2020,M,23.57,262895.0,60.59,Northeast
Sikkim, 30-04-2020,M,2.28,215303.0,38.7,Northeast
Sikkim, 31-05-2020,M,24.51,193427.0,44.88,Northeast
Sikkim, 30-06-2020,M,4.46,221058.0,40.4,Northeast
Sikkim, 31-07-2020,M,4.45,265175.0,48.32,Northeast
Sikkim, 31-08-2020,M,12.49,244462.0,48.49,Northeast
Sikkim, 30-09-2020,M,5.7,231798.0,42.54,Northeast
Sikkim, 31-10-2020,M,0.88,242068.0,42.13,Northeast
Tamil Nadu, 31-01-2020,M,1.57,26881641.0,41.96,South
Tamil Nadu, 29-02-2020,M,2.09,27570589.0,43.2,South
Tamil Nadu, 31-03-2020,M,6.4,26830768.0,43.91,South
Tamil Nadu, 30-04-2020,M,49.83,9719167.0,29.63,South
Tamil Nadu, 31-05-2020,M,33.16,11483256.0,26.23,South
Tamil Nadu, 30-06-2020,M,12.2,19096847.0,33.16,South
Tamil Nadu, 31-07-2020,M,6.81,24572827.0,40.13,South
Tamil Nadu, 31-08-2020,M,2.65,27046415.0,42.22,South
Tamil Nadu, 30-09-2020,M,5.0,23025845.0,36.77,South
Tamil Nadu, 31-10-2020,M,2.16,23651626.0,36.62,South
Telangana, 31-01-2020,M,5.49,17609295.0,59.25,South
Telangana, 29-02-2020,M,8.29,16825970.0,58.24,South
Telangana, 31-03-2020,M,5.77,17341613.0,58.31,South
Telangana, 30-04-2020,M,6.25,12172230.0,41.06,South
Telangana, 31-05-2020,M,14.7,14977774.0,55.43,South
Telangana, 30-06-2020,M,10.55,15108910.0,53.22,South
Telangana, 31-07-2020,M,5.36,15679417.0,52.1,South
Telangana, 31-08-2020,M,5.79,18185429.0,60.59,South
Telangana, 30-09-2020,M,3.27,16961448.0,54.94,South
Telangana, 31-10-2020,M,2.86,17578739.0,56.58,South
Tripura, 31-01-2020,M,32.67,1508130.0,69.69,Northeast
Tripura, 29-02-2020,M,28.4,1584686.0,68.74,Northeast
Tripura, 31-03-2020,M,29.95,1511217.0,66.89,Northeast
Tripura, 30-04-2020,M,41.23,971514.0,51.16,Northeast
Tripura, 31-05-2020,M,21.51,1290986.0,50.81,Northeast
Tripura, 30-06-2020,M,21.71,1494140.0,58.85,Northeast
Tripura, 31-07-2020,M,18.24,1348849.0,50.78,Northeast
Tripura, 31-08-2020,M,27.92,1318621.0,56.21,Northeast
Tripura, 30-09-2020,M,17.35,1368244.0,50.77,Northeast
Tripura, 31-10-2020,M,11.57,1576529.0,54.58,Northeast
Uttar Pradesh, 31-01-2020,M,7.58,59433759.0,39.63,North
Uttar Pradesh, 29-02-2020,M,8.98,58060531.0,39.23,North
Uttar Pradesh, 31-03-2020,M,10.11,56976338.0,38.89,North
Uttar Pradesh, 30-04-2020,M,21.54,50915056.0,39.73,North
Uttar Pradesh, 31-05-2020,M,20.41,49801902.0,38.22,North
Uttar Pradesh, 30-06-2020,M,9.47,55380649.0,37.29,North
Uttar Pradesh, 31-07-2020,M,5.56,56201654.0,36.19,North
Uttar Pradesh, 31-08-2020,M,5.79,55831744.0,35.96,North
Uttar Pradesh, 30-09-2020,M,4.18,56106836.0,35.45,North
Uttar Pradesh, 31-10-2020,M,3.75,56539521.0,35.49,North
Uttarakhand, 31-01-2020,M,5.49,2711639.0,32.99,North
Uttarakhand, 29-02-2020,M,4.99,3020931.0,36.48,North
Uttarakhand, 31-03-2020,M,19.85,2539302.0,36.27,North
Uttarakhand, 30-04-2020,M,6.48,2720115.0,33.23,North
Uttarakhand, 31-05-2020,M,8.01,2694072.0,33.38,North
Uttarakhand, 30-06-2020,M,8.61,2656071.0,33.06,North
Uttarakhand, 31-07-2020,M,12.38,2938552.0,38.07,North
Uttarakhand, 31-08-2020,M,14.26,2717528.0,35.9,North
Uttarakhand, 30-09-2020,M,22.26,2695230.0,39.18,North
Uttarakhand, 31-10-2020,M,9.23,2739309.0,34.03,North
West Bengal, 31-01-2020,M,6.94,35820789.0,47.35,East
West Bengal, 29-02-2020,M,4.92,36964178.0,47.74,East
West Bengal, 31-03-2020,M,6.92,35903917.0,47.27,East
West Bengal, 30-04-2020,M,17.41,26938836.0,39.9,East
West Bengal, 31-05-2020,M,17.41,28356675.0,41.92,East
West Bengal, 30-06-2020,M,7.29,30726310.0,40.39,East
West Bengal, 31-07-2020,M,6.83,35372506.0,46.17,East
West Bengal, 31-08-2020,M,14.87,33298644.0,47.48,East
West Bengal, 30-09-2020,M,9.35,35707239.0,47.73,East
West Bengal, 31-10-2020,M,9.98,33962549.0,45.63,East
